id,breed
04d50b0dce8b8ee9544d9602df85f722,bluetick
04d5d382a8a02d68859850dc282d3ac4,doberman
04d6fe2d5ad29be79083e5c9cf3d9b0d,welsh_springer_spaniel
04dea47b883acca9bd57c7ea2930524f,old_english_sheepdog
04e370c8510638ca969a716822444085,komondor
04e3bb77c15c18fc1ac101d86d612f46,miniature_pinscher
04ea8788cfa17d01c87ea4cdaa0a330d,briard
04f59d1b6887cf10e6fd897514623cf3,chesapeake_bay_retriever
04f69d645182d799dbb54862c19c0f38,groenendael
04f9e2da4b6f5adb9b9d62eba66ba991,airedale
04fab70baaf7cd53f8bf78225dbf5409,walker_hound
04fb4d719e9fe2b6ffe32d9ae7be8a22,bernese_mountain_dog
050073020e80e4935b53df8d786c8612,dandie_dinmont
050c59e2063923106443e9fd81683088,chesapeake_bay_retriever
0512c1a59449a9c8c83c95722028ac90,basset
05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog
0518691772e78ac6805bf006993665a4,rhodesian_ridgeback
052675b01ae0a4b62e090923d131f4ff,black-and-tan_coonhound
053106ed091eac5e129225315ef6cfcb,maltese_dog
0543510e763cbf8fc771a097ffda9984,bedlington_terrier
054f069e01a809b23a9da31dd8f4841e,chesapeake_bay_retriever
055429c6fb404af27ac52a08216e6cda,shih-tzu
055cfac66e5d67756ab05d02baeeb04c,great_pyrenees
0566a60d7504a6fad4161d0ef2765a34,beagle
0569f1d79637070f70ca4a62ec510792,saluki
056b535b441278e83839984f1b1da0a6,scottish_deerhound
056c314f2a7d119447af259a07eb31df,vizsla
05719b998e57a11b863a322ecc7652a5,scottish_deerhound
0581b47e4c3890fb74a5485aa4d008f0,irish_terrier
058d4bfce39c9f1157ca4c1b019bbf1a,scottish_deerhound
058ea5b467d08ed978658dc1ad85fb7d,maltese_dog
05934390044791b8fd2dd2ba9c0b4b36,appenzeller
0593e37870ee77b0d34508e118bf6670,italian_greyhound
059513b85ae976a6f591f71bbaae49bf,eskimo_dog
059a86d50634c78d5a18f918cb0b3f0d,afghan_hound
05a05cf4c8d6a4f3f780a9112a11999b,german_shepherd
05a5e6f6b575688dc304ae72635db7b6,italian_greyhound
05a747c5853defa2420b976a9c0918a2,bluetick
05b5e17b96409ca6db51edaf28bd3bdc,west_highland_white_terrier
05bac66dfae763fb86ab6360bd3c6f5f,kerry_blue_terrier
05beb3230462b740e5c56230eb27a7a4,kerry_blue_terrier
05c128c8e3ef0c2739f181f9c5677f56,australian_terrier
05cab78114abb08afcda78ee70222edd,english_foxhound
05d6e6de49a6999e56de23c4608af441,saluki
05e25c8ec67962c2ef4dd7b0f6aa3918,african_hunting_dog
05e3dfffd0b0dca56e6b1d4686e1a6c2,west_highland_white_terrier
05e93a5604440b065143c81be16cd395,whippet
05f59d40acf74affda3c8940ba192f42,leonberg
05fbe54802ffb6d6256abb93381f5cf4,appenzeller
060112a1a77217039de21f7d0963929d,dhole
060b163b5ad74c889c47b9f421825cdb,dingo
061592707868d5ced7ee050cb383072d,soft-coated_wheaten_terrier
061a378e68e8734682ea9c04a572e2ab,norwich_terrier
061e9891cd5e77345e3cff761c12db4d,norfolk_terrier
062131c6c38a1e485091c8c3329d9638,shih-tzu
06223770cd0968a5fa81b2898e65e34a,border_collie
06412667e714332186d0cf86375e98fb,border_terrier
06448bf4366760660b6a7611d93d7533,bernese_mountain_dog
064dff92e5654a8679f8971a027a4040,sealyham_terrier
065221667b1ed903e364b9063ee2195b,lakeland_terrier
06538c8ad646eb2ebbbbdda1c8174899,afghan_hound
0653d31ae648e2a6628ee3f440729361,basset
065452ccfffdc6b6f60183bd6c88ba89,lakeland_terrier
06557d54077c5265ecdcd7273c9c38ca,shih-tzu
0672592809da7574a87ddcd0ba2f315d,standard_schnauzer
0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel
068314c65cbe67fa4f57283f4f3a801c,standard_poodle
0685bcc6cdaa954771379d95d339baf6,pekinese
06ab2182c2a958a5f0de2035f39a0fa7,great_pyrenees
06ba5a21442ba19190bfe7bfa9def11c,groenendael
06bd6a364e68b886c085b9b8b8d2b818,flat-coated_retriever
06c47d61293f2bb51a94040bb4b20799,italian_greyhound
06c4dbc5b0ea3674bbc752c4ce76819a,irish_setter
06cceae049531cdb98fe67d912aa58a8,toy_poodle
06cd8e3fbfe72c34461814239e1deab8,keeshond
06ce71ab05143b1fe45ba8eeba2e97e4,pug
06d2d84b936225e6c853a0453cb9c878,redbone
06d80d6a7aba8bc48606a285bbad0697,boxer
06e548623971fbdf8c80b0614f811f50,toy_poodle
06faa041b335551e3ccf3c239d006425,basenji
06fe22a92fa8dc8f90e7a0f118acad6f,bernese_mountain_dog
0700d58c82bafe9c4edc81f902178e76,airedale
07096719a671e1737b829bd1a88f1dbf,english_foxhound
0709abee3095717f43db409dd7ce769b,wire-haired_fox_terrier
070e8ff540cc8113939ae5dba4a24f80,chesapeake_bay_retriever
071652f5f5d0bf00983c075e96ad725f,japanese_spaniel
0718d39d59d9e3b134446440d69b2058,weimaraner
07192213791150248bfb5bbe6b0b0373,basset
0724948de3506f43cda65804efe79b9b,miniature_poodle
072aa9d6100187288ef00316c8bcdd66,soft-coated_wheaten_terrier
0734a945cc1ab35a9d2348db42075a99,bedlington_terrier
073b9a44c4761fa0792943b61b9c812c,toy_poodle
